"legal_desktop_path","application_path","sha256","bytes"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/analysis_final_pass.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/analysis_final_pass.md","AB669ED80E9957E8826384ED45ECB2392CA79CD7F1E19516880EAFF49DCF6C96","9913"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/analysis_final_pass.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/analysis_final_pass.md","AB669ED80E9957E8826384ED45ECB2392CA79CD7F1E19516880EAFF49DCF6C96","9913"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/CHEAT-SHEET.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/CHEAT-SHEET.md","1A290682C904A0B15B7863840B40BE507251A9DAA0C232720B21E5875CDAC76A","6596"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/CHEAT-SHEET.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/CHEAT-SHEET.md","1A290682C904A0B15B7863840B40BE507251A9DAA0C232720B21E5875CDAC76A","6596"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/CHEAT-SHEET.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/CHEAT-SHEET.md","1A290682C904A0B15B7863840B40BE507251A9DAA0C232720B21E5875CDAC76A","6596"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/CHEAT-SHEET.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/CHEAT-SHEET.md","1A290682C904A0B15B7863840B40BE507251A9DAA0C232720B21E5875CDAC76A","6596"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/critical_review_outline_v2.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/critical_review_outline_v2.md","5DC3621F186F960C8A5628A5B38872B4CC5ADFBBBC4B9BB94DE15AE9728A3CA9","14072"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/critical_review_outline_v2.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/critical_review_outline_v2.md","5DC3621F186F960C8A5628A5B38872B4CC5ADFBBBC4B9BB94DE15AE9728A3CA9","14072"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/critical_review_outline_v2.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/critical_review_outline_v2.md","5DC3621F186F960C8A5628A5B38872B4CC5ADFBBBC4B9BB94DE15AE9728A3CA9","14072"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/critical_review_outline_v2.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/critical_review_outline_v2.md","5DC3621F186F960C8A5628A5B38872B4CC5ADFBBBC4B9BB94DE15AE9728A3CA9","14072"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_outline_v2.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/custody_guide_outline_v2.md","1957FEE6689747BA0CD802E69138F2F8279B9F5E6C084DA778CCA979DDE37E79","247808"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_outline_v2.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/custody_guide_outline_v2.md","1957FEE6689747BA0CD802E69138F2F8279B9F5E6C084DA778CCA979DDE37E79","247808"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_outline_v2.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_outline_v2.md","1957FEE6689747BA0CD802E69138F2F8279B9F5E6C084DA778CCA979DDE37E79","247808"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_outline_v2.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/custody_guide_outline_v2.md","1957FEE6689747BA0CD802E69138F2F8279B9F5E6C084DA778CCA979DDE37E79","247808"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_plan.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/custody_guide_plan.md","1A099490D8FF75C3C096DD17BFEB39EB13E9FEFC38C86AC8401D52769B51CD32","22800"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_plan.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/custody_guide_plan.md","1A099490D8FF75C3C096DD17BFEB39EB13E9FEFC38C86AC8401D52769B51CD32","22800"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_plan.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_plan.md","1A099490D8FF75C3C096DD17BFEB39EB13E9FEFC38C86AC8401D52769B51CD32","22800"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_plan.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/custody_guide_plan.md","1A099490D8FF75C3C096DD17BFEB39EB13E9FEFC38C86AC8401D52769B51CD32","22800"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_research.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/custody_guide_research.md","54AD0BE2C7A2E677C56AE6297199B048CDE2D0BDA9CCDCF2F76D6B1DDCB3D05E","70606"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_research.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/custody_guide_research.md","54AD0BE2C7A2E677C56AE6297199B048CDE2D0BDA9CCDCF2F76D6B1DDCB3D05E","70606"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_research.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_research.md","54AD0BE2C7A2E677C56AE6297199B048CDE2D0BDA9CCDCF2F76D6B1DDCB3D05E","70606"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/custody_guide_research.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/custody_guide_research.md","54AD0BE2C7A2E677C56AE6297199B048CDE2D0BDA9CCDCF2F76D6B1DDCB3D05E","70606"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/DRAFTING-HANDOFF.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/DRAFTING-HANDOFF.md","8CDA24B141EEBA381FCBF7AEBB9F9C3B79EB2C9D66F7B52C1F1CA837D1F8F2AE","9149"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/DRAFTING-HANDOFF.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/DRAFTING-HANDOFF.md","8CDA24B141EEBA381FCBF7AEBB9F9C3B79EB2C9D66F7B52C1F1CA837D1F8F2AE","9149"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/DRAFTING-HANDOFF.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/DRAFTING-HANDOFF.md","8CDA24B141EEBA381FCBF7AEBB9F9C3B79EB2C9D66F7B52C1F1CA837D1F8F2AE","9149"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/DRAFTING-HANDOFF.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/DRAFTING-HANDOFF.md","8CDA24B141EEBA381FCBF7AEBB9F9C3B79EB2C9D66F7B52C1F1CA837D1F8F2AE","9149"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/GUARDRAILS.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/GUARDRAILS.md","01C66851CAD1154BD82193AC304573F54C4D0E8FB06E2C9462233DD3F3A0C29A","14020"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/GUARDRAILS.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/GUARDRAILS.md","01C66851CAD1154BD82193AC304573F54C4D0E8FB06E2C9462233DD3F3A0C29A","14020"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/GUARDRAILS.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/GUARDRAILS.md","01C66851CAD1154BD82193AC304573F54C4D0E8FB06E2C9462233DD3F3A0C29A","14020"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/GUARDRAILS.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/GUARDRAILS.md","01C66851CAD1154BD82193AC304573F54C4D0E8FB06E2C9462233DD3F3A0C29A","14020"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/master_source_directory.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/master_source_directory.md","8506B0CB06B356EEBD842869B0BB51154BD85087BF96554A79A4DCB0B933E50E","42143"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/master_source_directory.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/master_source_directory.md","8506B0CB06B356EEBD842869B0BB51154BD85087BF96554A79A4DCB0B933E50E","42143"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/master_source_directory.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/master_source_directory.md","8506B0CB06B356EEBD842869B0BB51154BD85087BF96554A79A4DCB0B933E50E","42143"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/master_source_directory.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/master_source_directory.md","8506B0CB06B356EEBD842869B0BB51154BD85087BF96554A79A4DCB0B933E50E","42143"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/PRE-DRAFTING-CHECKLIST.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/PRE-DRAFTING-CHECKLIST.md","B5D48ACCE888BF50F89DBEBB9ACFBC3562596F4AF46AEDFA14343894609E94B5","9805"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/PRE-DRAFTING-CHECKLIST.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/PRE-DRAFTING-CHECKLIST.md","B5D48ACCE888BF50F89DBEBB9ACFBC3562596F4AF46AEDFA14343894609E94B5","9805"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/PRE-DRAFTING-CHECKLIST.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/PRE-DRAFTING-CHECKLIST.md","B5D48ACCE888BF50F89DBEBB9ACFBC3562596F4AF46AEDFA14343894609E94B5","9805"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/PRE-DRAFTING-CHECKLIST.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/PRE-DRAFTING-CHECKLIST.md","B5D48ACCE888BF50F89DBEBB9ACFBC3562596F4AF46AEDFA14343894609E94B5","9805"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/README.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/README.md","078BE93DAE04D4622020C1474445EF3DFD5D4106471B8E85778263A53BD465A6","6061"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/README.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/README.md","078BE93DAE04D4622020C1474445EF3DFD5D4106471B8E85778263A53BD465A6","6061"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/README.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/README.md","078BE93DAE04D4622020C1474445EF3DFD5D4106471B8E85778263A53BD465A6","6061"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/README.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/README.md","078BE93DAE04D4622020C1474445EF3DFD5D4106471B8E85778263A53BD465A6","6061"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/research_interference_coercive_control.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/research_interference_coercive_control.md","A3E5461F460B610B0BF116EF94A584E2271FE6C94D2080F45361337981919AC9","32174"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/research_interference_coercive_control.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/research_interference_coercive_control.md","A3E5461F460B610B0BF116EF94A584E2271FE6C94D2080F45361337981919AC9","32174"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/research_interference_coercive_control.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/research_interference_coercive_control.md","A3E5461F460B610B0BF116EF94A584E2271FE6C94D2080F45361337981919AC9","32174"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/research_interference_coercive_control.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/research_interference_coercive_control.md","A3E5461F460B610B0BF116EF94A584E2271FE6C94D2080F45361337981919AC9","32174"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/verification_ledger.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/verification_ledger.md","CB471A29E3AD43FE38B173F3A77B5DDFB3BEB67A3063FB16F9B01CCE51E05EFC","53897"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/verification_ledger.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/verification_ledger.md","CB471A29E3AD43FE38B173F3A77B5DDFB3BEB67A3063FB16F9B01CCE51E05EFC","53897"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/CHANGELOG.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/CHANGELOG.md","3A1C8843517351E48EB6E562644CE67456725C2EA3F7BAFD22366B48066BA7CC","1159"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/CHANGELOG.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/CHANGELOG.md","3A1C8843517351E48EB6E562644CE67456725C2EA3F7BAFD22366B48066BA7CC","1159"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/CHANGELOG.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/CHANGELOG.md","3A1C8843517351E48EB6E562644CE67456725C2EA3F7BAFD22366B48066BA7CC","1159"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/CHANGELOG.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/CHANGELOG.md","3A1C8843517351E48EB6E562644CE67456725C2EA3F7BAFD22366B48066BA7CC","1159"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/ledger.csv","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-reference/ledger.csv","8812E4B169DCBD65481F3A7544F1A26A7B2A82E32CDC9A78A3373D354C52CFDF","326493"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/ledger.csv","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/toolkit/content/toolkit/ledger.csv","8812E4B169DCBD65481F3A7544F1A26A7B2A82E32CDC9A78A3373D354C52CFDF","326493"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/ledger.csv","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/Projects/custody-guide/toolkit-reference/ledger.csv","8812E4B169DCBD65481F3A7544F1A26A7B2A82E32CDC9A78A3373D354C52CFDF","326493"
