"legal_desktop_path","application_path","sha256","bytes"
"donors/legal-terminal-main/legal-terminal-main/screenshots/demo-hwpx-export.gif","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/screenshots/demo-hwpx-export.gif","F5F30BFA7988EE81C81CA096DD65006732F0346F99CF60F90AB6C318100B2795","186299"
"donors/legal-terminal-main/legal-terminal-main/screenshots/demo-live-preview.gif","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/screenshots/demo-live-preview.gif","304311550F49528FC4C11A665F899EA5AAD93F422329FA1C7577E6A22636E560","258773"
"donors/legal-terminal-main/legal-terminal-main/screenshots/demo-open-case.gif","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/screenshots/demo-open-case.gif","D92EFD0DA47AD7ECD600C5A52129F757004EAF48CF83EA0C5FFABA4917FCB78F","155155"
"donors/legal-terminal-main/legal-terminal-main/screenshots/demo-record-drafting.gif","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/screenshots/demo-record-drafting.gif","1CFCDFEB7CD46D506F2A69359C1FED02F3F48413BBCE6FB449588FBAB08963D2","363558"
"donors/legal-terminal-main/legal-terminal-main/screenshots/demo.gif","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/screenshots/demo.gif","C1B22F25EC5C4C2692F2A80B9BEE71AB508E148D4A2EA99039077A862C445183","927962"
"donors/legal-terminal-main/legal-terminal-main/screenshots/hero.mp4","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/screenshots/hero.mp4","1F18F91425C1C53CD6C0CC8EF71DBBBD0BB15948E6B5C614412EA4BF984EEDD8","1307318"
"donors/legal-terminal-main/legal-terminal-main/resources/skills/court-doc-format/SKILL.md","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/resources/skills/court-doc-format/SKILL.md","331B8558C9CA15AB4B0904018E15F59F76B042F9B73D22565FAD0DD9A2A5C265","4527"
"donors/legal-terminal-main/legal-terminal-main/docs/agent-ui-m0-feasibility-notes.md","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/docs/agent-ui-m0-feasibility-notes.md","3A54E0D615CA1DFFFEDC00D5DA0941B5391FEC31CA39A039E78ADFFBD4AA72C3","4092"
"donors/legal-terminal-main/legal-terminal-main/docs/handover-record-filename-parsing.md","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/docs/handover-record-filename-parsing.md","024EEFB2ADA95022D36EB4FDAD90422044A8FD7A4324A436CDA11A3AF45062E6","9925"
"donors/legal-terminal-main/legal-terminal-main/docs/handover-ssh-connection-budget.md","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/docs/handover-ssh-connection-budget.md","0439DEFC74A837224980BF72812DA6EA05F49E42A9C49B4391D6A00AC7974E55","13823"
"donors/legal-terminal-main/legal-terminal-main/docs/handover-ssh-connection-leak.md","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/docs/handover-ssh-connection-leak.md","619979D217AAC4DF87D94504872A6D46C1A41D03EE99160DF8AC3176B0DF2B97","14169"
"donors/legal-terminal-main/legal-terminal-main/docs/handover-zero-install-local-onboarding.md","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/docs/handover-zero-install-local-onboarding.md","B0821AB9122C6DBB176F101D76ED610456FA1C3A7E7694A27B617EEBB912CE75","12830"
"donors/legal-terminal-main/legal-terminal-main/docs/release-thread-v0.1.23.md","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/docs/release-thread-v0.1.23.md","FF598813C3C42416834376C28FC7E3CC1B997F1DB3FA789ADD8D949793777051","2545"
"donors/legal-terminal-main/legal-terminal-main/docs/vscode-claude-style-agent-ui-spec.md","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/docs/vscode-claude-style-agent-ui-spec.md","AEBD4A009ECF27E3638AD97178168A4F1E60742B74645F354D67CFD51990E491","26810"
"donors/legal-terminal-main/legal-terminal-main/build/afterPack.cjs","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/build/afterPack.cjs","8229F41FE4D156DB9213B3522666CD250DF46A673C9985A6B6D43F9B0903847F","1032"
"donors/legal-terminal-main/legal-terminal-main/build/claudeAgentSdkBinary.cjs","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/build/claudeAgentSdkBinary.cjs","B385A39495E67919F1E98D8209F17AD62F132C909BCE0B12186D4CCF65D03A84","2219"
"donors/legal-terminal-main/legal-terminal-main/build/icon.icns","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/build/icon.icns","7D7A5B2077AD251351BBF8BEF5C0671E29F2AD3D6E128CC47E34A9AE1168ACF7","226381"
"donors/legal-terminal-main/legal-terminal-main/build/icon.ico","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/build/icon.ico","F88237EAD19BC16EF0E46F50AA958F990F948DB64912F51F19D343CEE3EB7B9A","29354"
"donors/legal-terminal-main/legal-terminal-main/build/icon.png","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/build/icon.png","47326CCB752B06DE05C7F7046FEA77A22F62C5C31C2795A8AFF41EFF5F121F42","28889"
"donors/legal-terminal-main/legal-terminal-main/build/installer.nsh","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/build/installer.nsh","8291BBB615E9E8BB88E60FCED0A6D7D9C2229E2FE86F543A12A1412675750077","645"
"donors/legal-terminal-main/legal-terminal-main/build/nodePtyBinary.cjs","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/build/nodePtyBinary.cjs","4074077F02F099B3FA7ECCC8EE2D50662C57D38ED1377E145229CEE312AA69C7","2104"
"donors/legal-terminal-main/legal-terminal-main/.github/workflows/release.yml","docs/planning/original-context/main-donor-inspiration-content/extra non primamry donors/legal-terminal-main/legal-terminal-main/.github/workflows/release.yml","BEE58AF33313E2E9A529841FC1EA399DEF8785D924C92D491C85C97496045DEB","2837"
"donors/legal-mcp-main/legal-mcp-main/.dockerignore","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/.dockerignore","9F291482E6B5907BFBA2493E573128E65D220B310B840119DB4522D99A145A6B","118"
"donors/legal-mcp-main/legal-mcp-main/.env.example","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/.env.example","3E899E40B7FB2479222EF42FF4F507DE7561E9760DCA817A77881155E586C547","2247"
"donors/legal-mcp-main/legal-mcp-main/.flake8","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/.flake8","ED23CE818575FEF72571DB56EB0060970AD1D43CCB1260096D1F0A3C6E6595E9","131"
"donors/legal-mcp-main/legal-mcp-main/.gitignore","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/.gitignore","94AAC5033A9DE10BD178514C31EECFAAB67C6F56F71565D16CF4F2D2B8F54706","229"
"donors/legal-mcp-main/legal-mcp-main/AGENTS.md","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/AGENTS.md","FEC897DD8EE3FE331EAEF045E1E0E63D3A05BE136E5B00C478BD29837D1DA39A","3586"
"donors/legal-mcp-main/legal-mcp-main/demo_mode.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/demo_mode.py","041D8BE437715F54C3DF8EF3551193AA9ABB903D1AB5D523B879ABDA0C8B7E3A","1510"
"donors/legal-mcp-main/legal-mcp-main/docker-compose.yml","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/docker-compose.yml","9044C569929721EE33484E56E7E6BB81BE22B2C83C5E6F7B695623C340EC28D2","1105"
"donors/legal-mcp-main/legal-mcp-main/Dockerfile","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/Dockerfile","9C716FEC3B3A1D98201AFA47449EF865294D9FD2A060EB2BF49634396036201B","916"
"donors/legal-mcp-main/legal-mcp-main/feature_flags.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/feature_flags.py","C51740E039BFBB3955F5485D85ACC05D32ECB922DDD9B2318145AD286CEDBED0","1640"
"donors/legal-mcp-main/legal-mcp-main/LICENSE","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/LICENSE","0D96A4FF68AD6D4B6F1F30F713B18D5184912BA8DD389F86AA7710DB079ABCB0","34523"
"donors/legal-mcp-main/legal-mcp-main/main.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/main.py","64CFF031B3DB45565389F7D9394BFCD9341F6DAAAFC4E63955A0B9707CE52E59","3891"
"donors/legal-mcp-main/legal-mcp-main/pyproject.toml","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/pyproject.toml","EF60D749B78D73E5F7BA9F80EB3478C5740DDF6048A3F9015ABBBED73D157EEB","827"
"donors/legal-mcp-main/legal-mcp-main/README.md","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/README.md","AEB3E7331634CF89CDF74D693E223E7B5B904F710E928D2CA191B21460AD55B1","30351"
"donors/legal-mcp-main/legal-mcp-main/requirements.txt","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/requirements.txt","1E0AA2E1E8AB0E1F9B1A84AD49FA8A7BF89EF8A57F861A679A31FD6B5076BB4B","734"
"donors/legal-mcp-main/legal-mcp-main/utils.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/utils.py","3780820CF8195CD9560E92C81006C83B011222CD482367D54BEF0831CC792C2C","13686"
"donors/legal-mcp-main/legal-mcp-main/WORKFLOW_EXAMPLES.md","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/WORKFLOW_EXAMPLES.md","B7711B9624584DD9202E2A561535BE3AD6963C2AD9313AE84C049C75460FBCAA","33998"
"donors/legal-mcp-main/legal-mcp-main/tools/__init__.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tools/__init__.py","0B8998C8B686C7C7F85A09B47BE88ADE7FE756403B6747AD97E773A9C5120D0D","1450"
"donors/legal-mcp-main/legal-mcp-main/tools/analysis_queue_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tools/analysis_queue_tools.py","9A954F570C73D9F02E5CA2AB6C091ED26D0F075B47C3AE504D5774BD789CB710","7945"
"donors/legal-mcp-main/legal-mcp-main/tools/brief_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tools/brief_tools.py","386F74868944D048B81AA127E2CA4CFD7BD9D4564AEAC66472501414E4071A53","3175"
"donors/legal-mcp-main/legal-mcp-main/tools/citation_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tools/citation_tools.py","0DAC4962A97C44AD0EC4AD51C541DED978CDF51376AE5CD98AA9798EC4BC1F57","3240"
"donors/legal-mcp-main/legal-mcp-main/tools/contract_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tools/contract_tools.py","364DD34CF5838ED048F3116E547C0EFDCD81EB188A69E48C48DC39D152947248","16651"
"donors/legal-mcp-main/legal-mcp-main/tools/deep_analysis_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tools/deep_analysis_tools.py","93185F391619D57F875D9B9055B1CCE8AF1CF8D5F093523CF0DE4D9FA08AC524","4064"
"donors/legal-mcp-main/legal-mcp-main/tools/document_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tools/document_tools.py","56F607E2ECF33375A3129DE8BD8DFCA0C03703CA629712F4E2C7FA2AE7C47A4B","16381"
"donors/legal-mcp-main/legal-mcp-main/tools/integration_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tools/integration_tools.py","AFA44FFE3F45A7E595B8854928B44E07A971D5BDD70D082B6E74B3D629F35CBC","2182"
"donors/legal-mcp-main/legal-mcp-main/tools/privilege_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tools/privilege_tools.py","1FC653A9A0B8655B82760C6B043925A2162C36046CD54F236637049A3F72A820","8585"
"donors/legal-mcp-main/legal-mcp-main/tools/README.md","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tools/README.md","25AA552FD03F83B5FAE3DED3A83C7CBF23B276D26E9082955E20961BC5FEAC63","3710"
"donors/legal-mcp-main/legal-mcp-main/tools/research_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tools/research_tools.py","F3B71B64D546E793A4FED09B81CE19E29D079384AD93F13EA5950A580D5B0D8E","10621"
"donors/legal-mcp-main/legal-mcp-main/tools/risk_helpers.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tools/risk_helpers.py","FBAD5D891091A02245BDF6FB5953EA52DE8AC04411E23C24310B5B16421E0176","3237"
"donors/legal-mcp-main/legal-mcp-main/tests/__init__.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/__init__.py","FC46C47D7ED6A3E46B2964ED3ABA90D85B4C7A7852EE398D710E3A9DA4ACD4DF","70"
"donors/legal-mcp-main/legal-mcp-main/tests/conftest.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/conftest.py","B6C51C91F887E7F45A915B3F8E68E6FB3A1FFE206623DB70B19C334C5264A55B","2866"
"donors/legal-mcp-main/legal-mcp-main/tests/README.md","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/README.md","7A07160B25660FB2D688BAAFB852E7B6B1FDC97DC957858C06CEEF251C5E5DD9","3001"
"donors/legal-mcp-main/legal-mcp-main/tests/unit/__init__.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/unit/__init__.py","B92547D75D780C242781C31C5C4370B777FEA7ECE45E27EEC45878534F30F088","61"
"donors/legal-mcp-main/legal-mcp-main/tests/unit/test_feature_flags.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/unit/test_feature_flags.py","7F10F032C1E8E868E64F56D59DDDDF4CD2126BA51AA4B12E1DEF63D027368749","1044"
"donors/legal-mcp-main/legal-mcp-main/tests/unit/test_risk_helpers.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/unit/test_risk_helpers.py","212D0B104DEC08BBDD9FC4212D9D55B17EFA28D6F5DEF345BD5DD37CED10BC2C","1018"
"donors/legal-mcp-main/legal-mcp-main/tests/unit/test_utils.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/unit/test_utils.py","9214AE742EE4705A8B2E955DC601E9E0FF84E448C9D05E9860CE6BB7F3DCDAAF","3535"
"donors/legal-mcp-main/legal-mcp-main/tests/integration/__init__.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/integration/__init__.py","87425269AD0BBE3689DDE4529F3702B2009267828CDAC6251FD6170F6103175C","68"
"donors/legal-mcp-main/legal-mcp-main/tests/integration/test_analysis_queue_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/integration/test_analysis_queue_tools.py","0F897E5395521F523078409EAADAFAA378F5773F34099D3F4F2468F3FA49C410","3738"
"donors/legal-mcp-main/legal-mcp-main/tests/integration/test_citation_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/integration/test_citation_tools.py","72B0DCEB502552F93CD35D583851D7D873AC0AB1059D761C4692F1C0228F3B75","1707"
"donors/legal-mcp-main/legal-mcp-main/tests/integration/test_contract_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/integration/test_contract_tools.py","9132E242195C63E770501CE45067F62F56C3F10866830B8348C93CDDA6B32521","8740"
"donors/legal-mcp-main/legal-mcp-main/tests/integration/test_deep_analysis_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/integration/test_deep_analysis_tools.py","B34644C90EBDF07F90C5772EFA70F8CD20E4C67B67035CC0DB696786F6CA018A","2587"
"donors/legal-mcp-main/legal-mcp-main/tests/integration/test_demo_mode.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/integration/test_demo_mode.py","64498A812D399CBA24508AC7D2302A388E707534CA812ECD14A7E4C71FD9F477","7694"
"donors/legal-mcp-main/legal-mcp-main/tests/integration/test_document_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/integration/test_document_tools.py","2A39D3673DA46C2E184EDD6C38168C3F6A478FC8CE2ABFCA3DF537A8F59D1B59","9252"
"donors/legal-mcp-main/legal-mcp-main/tests/integration/test_feature_flags.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/integration/test_feature_flags.py","EEF3E1A9EE322721F350B28553C2196F7D7929691B7171187D6876BEDC205C65","1579"
"donors/legal-mcp-main/legal-mcp-main/tests/integration/test_integrations.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/integration/test_integrations.py","CD93045B5FF5EDB5257815C3786FFD474BC465B7FF6BA338BC2DE57CDC7CF61F","4726"
"donors/legal-mcp-main/legal-mcp-main/tests/integration/test_privilege_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/integration/test_privilege_tools.py","4E5F2D486AEB081DD991D233D129E2655D69AC26EF00E642116B5FF5AC772F61","3730"
"donors/legal-mcp-main/legal-mcp-main/tests/integration/test_prompts.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/integration/test_prompts.py","64031E5421F4025E90CF726D2CD723F101C621448F3713B24EDDC7799F40A5A0","1257"
"donors/legal-mcp-main/legal-mcp-main/tests/integration/test_research_tools.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/integration/test_research_tools.py","1383572CA1A4DB99850890C5C1AD1B64C345FC08FB1BD5F84CC6885BCD9BAA60","6382"
"donors/legal-mcp-main/legal-mcp-main/tests/integration/test_resources.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/integration/test_resources.py","05565285F95ADE63191F0FCA58712A3D0E4BC8A80028AA9D142E738E95340EBF","1636"
"donors/legal-mcp-main/legal-mcp-main/tests/fixtures/__init__.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/tests/fixtures/__init__.py","38C63D86B92F1340393FD9A06E61D6470D963954D2ED1E4613A9F5C4CE82EEB5","1913"
"donors/legal-mcp-main/legal-mcp-main/resources/__init__.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/resources/__init__.py","565B9D207E6BD73843471DB4B01743F130E06C35CB46D12270EF96112DDD7605","1046"
"donors/legal-mcp-main/legal-mcp-main/resources/brief_resources.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/resources/brief_resources.py","C1EF2E0FAE9960DBF0918D4F98A5F618BB2318678DA6E45F66EC25596A438BB5","1625"
"donors/legal-mcp-main/legal-mcp-main/resources/case_resources.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/resources/case_resources.py","83695E0398DFB2F0EC3CB1B22A5505C19DBF2CD30C71CBCAF8DF3AA290FC29FC","2134"
"donors/legal-mcp-main/legal-mcp-main/resources/config_resources.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/resources/config_resources.py","163129AD67097DA456D4456004B6E2674BFC1AF39693D956ACA44A5D97BBC9D7","1364"
"donors/legal-mcp-main/legal-mcp-main/resources/contract_resources.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/resources/contract_resources.py","65855FA65DA6772293D3C479228D4F1E1AAB857B5B70BEC6BDD57A7268AD6379","2696"
"donors/legal-mcp-main/legal-mcp-main/resources/integration_resources.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/resources/integration_resources.py","0DD61A6B3591D6D207A6384CC149C4FEA72FC906141A06030386D4350CEF6611","847"
"donors/legal-mcp-main/legal-mcp-main/resources/README.md","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/resources/README.md","F0CEA2626DA7110F470789880677E4CC7D27A2A54969C82DA6D4E21EC40B8741","3002"
"donors/legal-mcp-main/legal-mcp-main/resources/statute_resources.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/resources/statute_resources.py","B104035D8B302C3CB79DA5E08B8E3196C92B3875E43CD64072CD53ADFC359DD5","1925"
"donors/legal-mcp-main/legal-mcp-main/prompts/__init__.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/prompts/__init__.py","4A68BE12A9D50AA13AE0C9E778ED5C3596F50D083C49414A25BA17792DBCAF0D","593"
"donors/legal-mcp-main/legal-mcp-main/prompts/analysis_prompts.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/prompts/analysis_prompts.py","AE8BFC30EDAC6161F8FDB2B66EA5EC440D366BF0E4ACEF89A1372BDF52D2910F","6209"
"donors/legal-mcp-main/legal-mcp-main/prompts/argument_prompts.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/prompts/argument_prompts.py","D0E9EF7BE606304EFFD244CEB0941DBD1E25F1D401346ADDEA1E25C13491689B","9923"
"donors/legal-mcp-main/legal-mcp-main/prompts/drafting_prompts.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/prompts/drafting_prompts.py","7EAAFD088E65F80274AB10ABE4E6AC15BA199FACD4732CBD89FE0E67A1CA9064","7475"
"donors/legal-mcp-main/legal-mcp-main/prompts/README.md","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/prompts/README.md","EB8D973641487A11A87C9A3CC1952BF48C73E1B13290AAF5EAD5F965E42DE090","3241"
"donors/legal-mcp-main/legal-mcp-main/prompts/research_prompts.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/prompts/research_prompts.py","E619B75AF6C65E1E93DA52FAFC8FB6B823F2BB6F3DAE78E3922C66D336FCDFC2","5595"
"donors/legal-mcp-main/legal-mcp-main/integrations/__init__.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/integrations/__init__.py","00EBE6A4D3608614327AA24957ABA03DF037CC38408867A087BE5D7B74C327DF","917"
"donors/legal-mcp-main/legal-mcp-main/integrations/config.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/integrations/config.py","649AF55A18B13280B0E90C6311CF1C35550BBC1AA08223F952C2D0C68446197B","4641"
"donors/legal-mcp-main/legal-mcp-main/integrations/courtlistener.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/integrations/courtlistener.py","A85514251F4F3B865CD863B673CC8AEB7D7B9439C4CEA315ED3EA127B589A8C1","4145"
"donors/legal-mcp-main/legal-mcp-main/integrations/pacer.py","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/integrations/pacer.py","2375F70C7D10313B71579342A3AE2B9437E840A77FD87DE22E9F328F0BDBE35F","6977"
"donors/legal-mcp-main/legal-mcp-main/integrations/README.md","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/integrations/README.md","105372AA694CBF0BD6FA06ED6A32573BC7DFAEE638ACDC70CE8285ED6177785F","3085"
"donors/legal-mcp-main/legal-mcp-main/data/citation_standards.json","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/data/citation_standards.json","028B41823DC30836DF221E9A007843B9B6DB7CCF0ECB02D65F9F7467C611F71E","2141"
"donors/legal-mcp-main/legal-mcp-main/data/README.md","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/data/README.md","153F4C8B1B7BFC909AB369E69810B55AE079847D6D86716528ACC881AFF9F0F9","2783"
"donors/legal-mcp-main/legal-mcp-main/data/templates/brief_frameworks.json","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/data/templates/brief_frameworks.json","75CE7D7B5698AD4D831B1C356D72C10639325F2B69B2992891B2F84DB701223E","6451"
"donors/legal-mcp-main/legal-mcp-main/data/statutes/statutes.json","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/data/statutes/statutes.json","2D7FA46B096DA5722C4B141CF12D1FFA80D39B018E6ED8BB48B5A156C78F523D","1620"
"donors/legal-mcp-main/legal-mcp-main/data/contracts/contracts.json","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/data/contracts/contracts.json","C34F8452A864AD6FC430C8577F091AAFA87026EEFB39AB2942BDBDA0F1E3D96D","23782"
"donors/legal-mcp-main/legal-mcp-main/data/cases/cases.json","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/data/cases/cases.json","FE4BA4F91555A69A1DF46329DB0F7C251E49C8336A2D4B5DB07D23E79D59649D","2705"
"donors/legal-mcp-main/legal-mcp-main/.agents/README.md","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/.agents/README.md","3674E9EBC2C435A196A5E94D1063F2A561490DDE54F6797985C4FFC28AF1806F","2531"
"donors/legal-mcp-main/legal-mcp-main/.agents/skills/legal-mcp-toolkit/SKILL.md","docs/planning/original-context/main-donor-inspiration-content/legal-mcp-main/legal-mcp-main/.agents/skills/legal-mcp-toolkit/SKILL.md","8F3A13FC43F8C59AF23E75DC9E10280A25108CCBA98350550B2081241FC38176","8505"
"donors/custodyguide_v1complete_20260812/WHATS-INSIDE.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/WHATS-INSIDE.md","23852175029EF3DA103C7CB1D3E838D71BEA3372818922F7EDB139580F3F35DE","5300"
"donors/custodyguide_v1complete_20260812/WHATS-INSIDE.md","docs/planning/original-context/main-donor-inspiration-content/custodyguide_v1complete_20260812/WHATS-INSIDE.md","23852175029EF3DA103C7CB1D3E838D71BEA3372818922F7EDB139580F3F35DE","5300"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/analysis_final_pass.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/analysis_final_pass.md","AB669ED80E9957E8826384ED45ECB2392CA79CD7F1E19516880EAFF49DCF6C96","9913"
"donors/custodyguide_v1complete_20260812/Projects/custody-guide/analysis_final_pass.md","docs/planning/original-context/skills/CURATED-custodyguide_v1/Projects/custody-guide/toolkit-package/plugin/skills/custody-packet/content/custody-guide/analysis_final_pass.md","AB669ED80E9957E8826384ED45ECB2392CA79CD7F1E19516880EAFF49DCF6C96","9913"
